learner_id,resource_id,views,completion_rate,time_on_task_min,quiz_score,liked,implicit_score
U134,R043,2,0.678,21.0,85.0,0,0.5559
U134,R091,3,0.459,9.0,70.0,0,0.4975
U135,R013,4,0.47,4.0,48.0,0,0.508
U135,R067,1,0.825,50.0,74.0,1,0.6061
U135,R113,3,0.567,16.0,74.0,0,0.5579
U135,R100,3,0.594,20.0,74.0,0,0.5792
U135,R092,4,0.764,27.0,57.0,1,0.6832
U135,R078,4,0.442,15.0,57.0,0,0.559
U135,R079,1,0.615,32.0,67.0,0,0.4741
U135,R025,5,0.47,30.0,69.0,0,0.7146
U135,R115,4,0.523,4.0,72.0,0,0.5693
U135,R047,4,0.506,4.0,69.0,0,0.559
U135,R075,3,0.589,4.0,76.0,0,0.5238
U135,R086,5,0.593,9.0,62.0,0,0.655
U135,R093,3,0.572,24.0,57.0,0,0.5543
U135,R046,4,0.57,36.0,53.0,0,0.6594
U135,R069,2,0.72,16.0,70.0,0,0.5182
U136,R079,4,0.524,29.0,91.0,0,0.6985
U136,R004,2,0.689,6.0,93.0,0,0.5201
U136,R093,2,0.474,16.0,89.0,0,0.4947
U136,R042,4,0.658,36.0,89.0,1,0.7534
U136,R053,2,0.777,37.0,84.0,1,0.6368
U136,R015,4,0.56,17.0,95.0,0,0.6718
U136,R011,5,0.599,4.0,100.0,0,0.7143
U136,R109,4,0.493,23.0,99.0,0,0.6849
U136,R037,1,0.79,20.0,100.0,1,0.5402
U136,R044,1,0.664,27.0,88.0,0,0.5102
U136,R060,1,0.828,20.0,85.0,1,0.5197
U136,R086,5,0.484,4.0,94.0,0,0.6735
U136,R029,1,0.82,45.0,98.0,1,0.6346
U136,R043,4,0.798,30.0,89.0,1,0.7666
U137,R099,3,0.524,9.0,61.0,0,0.4957
U137,R089,5,0.479,7.0,51.0,0,0.5972
U137,R013,2,0.408,10.0,55.0,0,0.3884
U137,R060,2,0.451,4.0,62.0,0,0.3913
U137,R038,2,0.48,6.0,53.0,0,0.3878
U137,R077,4,0.631,21.0,52.0,0,0.6181
U137,R026,5,0.486,9.0,50.0,0,0.6042
U137,R103,4,0.723,18.0,72.0,1,0.6702
U137,R096,4,0.537,20.0,63.0,0,0.613
U137,R085,2,0.656,9.0,62.0,0,0.4607
U137,R020,4,0.553,16.0,53.0,0,0.5824
U137,R065,5,0.434,10.0,71.0,0,0.6369
U137,R115,3,0.617,15.0,46.0,0,0.5108
U137,R027,4,0.339,6.0,69.0,0,0.5246
U137,R079,2,0.47,22.0,78.0,0,0.4935
U137,R050,4,0.495,10.0,66.0,0,0.5721
U137,R068,2,0.66,14.0,71.0,0,0.4979
U137,R088,2,0.676,16.0,58.0,0,0.4832
U137,R042,2,0.495,20.0,58.0,0,0.4525
U138,R077,5,0.742,26.0,83.0,1,0.796
U138,R068,2,0.779,10.0,77.0,1,0.5251
U138,R005,4,0.499,26.0,71.0,0,0.6413
U138,R028,2,0.576,9.0,61.0,0,0.4387
U138,R014,2,0.319,4.0,76.0,0,0.3863
U138,R044,5,0.675,18.0,65.0,1,0.7142
U138,R007,3,0.552,16.0,61.0,0,0.5282
U138,R079,5,0.622,30.0,71.0,0,0.7566
U138,R069,3,0.693,23.0,62.0,0,0.5909
U138,R065,4,0.588,4.0,70.0,0,0.5815
U138,R006,3,0.697,12.0,75.0,0,0.5779
U138,R031,5,0.386,12.0,59.0,0,0.6081
U138,R110,2,0.482,28.0,73.0,0,0.5083
U138,R011,1,0.657,4.0,84.0,0,0.4168
U138,R051,3,0.561,30.0,60.0,0,0.5793
U138,R019,1,0.611,27.0,71.0,0,0.4629
U138,R039,4,0.527,7.0,67.0,0,0.5712
U138,R066,3,0.743,36.0,58.0,0,0.6427
U138,R105,1,0.606,4.0,73.0,0,0.382
U138,R015,2,0.68,21.0,59.0,0,0.5044
U139,R115,1,0.843,12.0,82.0,1,0.4884
U139,R016,2,0.554,6.0,84.0,0,0.4683
U139,R113,4,0.723,29.0,79.0,1,0.7242
U139,R063,5,0.659,10.0,78.0,1,0.7071
U139,R021,2,0.72,21.0,79.0,0,0.5544
U139,R017,1,0.541,8.0,90.0,0,0.4143
U139,R120,1,0.469,10.0,78.0,0,0.3796
U139,R062,5,0.374,9.0,75.0,0,0.6262
U139,R100,2,0.429,11.0,74.0,0,0.4352
U139,R117,5,0.722,37.0,87.0,1,0.839
U139,R051,1,0.672,38.0,100.0,0,0.5762
U139,R093,5,0.55,33.0,82.0,0,0.7715
U140,R003,2,0.464,15.0,61.0,0,0.4325
U140,R022,1,0.419,30.0,55.0,0,0.3938
U140,R109,2,0.863,37.0,83.0,1,0.6563
U140,R085,1,0.637,10.0,58.0,0,0.3816
U140,R104,4,0.746,22.0,59.0,1,0.6645
U140,R068,2,0.497,11.0,56.0,0,0.4162
U140,R097,4,0.405,16.0,63.0,0,0.5654
U140,R010,2,0.891,35.0,51.0,0,0.592
U140,R070,5,0.61,19.0,60.0,0,0.6916
U140,R117,3,0.541,21.0,75.0,0,0.5716
U140,R014,4,0.686,4.0,47.0,1,0.56
U140,R056,5,0.593,23.0,57.0,0,0.6959
U140,R082,1,0.805,45.0,63.0,0,0.5609
U140,R087,5,0.61,22.0,63.0,0,0.7085
U140,R012,1,0.544,20.0,57.0,0,0.3927
U140,R029,1,0.383,20.0,54.0,0,0.3465
U141,R050,3,0.711,10.0,85.0,0,0.5941
U141,R089,3,0.642,12.0,83.0,0,0.5801
U141,R031,2,0.478,17.0,75.0,0,0.4713
U141,R062,4,0.579,24.0,75.0,0,0.662
U141,R104,4,0.51,4.0,79.0,0,0.58
U141,R046,3,0.672,28.0,83.0,0,0.6458
U141,R094,4,0.53,8.0,72.0,0,0.5856
U141,R102,3,0.652,28.0,74.0,0,0.6228
U141,R108,4,0.725,24.0,78.0,1,0.7045
U141,R038,2,0.503,4.0,65.0,0,0.4103
U141,R065,1,0.568,4.0,70.0,0,0.3665
U141,R111,1,0.552,20.0,68.0,0,0.4167
U141,R049,1,0.548,37.0,70.0,0,0.4815
U141,R093,1,0.696,23.0,65.0,0,0.4576
U141,R052,4,0.496,11.0,59.0,0,0.562
U141,R088,3,0.742,26.0,83.0,0,0.656
U141,R101,2,0.577,23.0,78.0,0,0.5239
U141,R051,2,0.645,40.0,76.0,0,0.5987
U142,R110,1,0.626,18.0,90.0,0,0.472
U142,R008,1,0.672,18.0,100.0,0,0.5035
U142,R111,3,0.462,21.0,79.0,0,0.5599
U142,R058,4,0.467,26.0,88.0,0,0.6673
U142,R078,2,0.567,16.0,78.0,0,0.4959
U142,R020,4,0.548,18.0,82.0,0,0.6465
U142,R011,2,0.765,16.0,93.0,1,0.5754
U142,R115,2,0.813,18.0,100.0,1,0.6087
U142,R025,5,0.386,12.0,91.0,0,0.6721
U142,R076,2,0.761,4.0,76.0,1,0.4968
U142,R089,3,0.469,8.0,78.0,0,0.5123
U142,R023,1,0.722,39.0,80.0,0,0.5523
U142,R063,4,0.934,32.0,81.0,1,0.7919
U143,R036,2,0.474,17.0,47.0,0,0.4143
U143,R018,1,0.481,8.0,51.0,0,0.3213
U143,R005,2,0.706,28.0,62.0,0,0.5423
U143,R045,1,0.396,4.0,45.0,0,0.2735
U143,R012,5,0.626,27.0,53.0,0,0.7107
U143,R093,3,0.599,18.0,52.0,0,0.5292
U143,R029,1,0.646,30.0,50.0,0,0.4406
U143,R010,2,0.635,35.0,46.0,0,0.518
U143,R011,3,0.584,4.0,59.0,0,0.4885
U143,R065,2,0.463,12.0,53.0,0,0.4054
U143,R035,4,0.435,10.0,47.0,0,0.5191
U143,R071,4,0.721,9.0,50.0,1,0.593
U143,R051,2,0.616,38.0,60.0,0,0.5522
U143,R008,1,0.737,16.0,52.0,0,0.4164
U143,R019,5,0.692,28.0,25.0,1,0.6748
U143,R114,4,0.776,8.0,51.0,1,0.6051
U143,R017,2,0.768,14.0,65.0,1,0.5129
U143,R022,3,0.668,24.0,59.0,0,0.5823
U143,R042,5,0.496,17.0,63.0,0,0.6618
U143,R089,2,0.613,7.0,39.0,0,0.3967
U143,R014,3,0.603,5.0,59.0,0,0.4969
U144,R101,1,0.468,10.0,97.0,0,0.4174
U144,R093,1,0.621,20.0,71.0,0,0.44
U144,R003,1,0.613,10.0,78.0,0,0.4156
U144,R067,4,0.696,32.0,72.0,1,0.7144
U144,R061,2,0.671,30.0,80.0,0,0.5768
U144,R082,2,0.623,36.0,63.0,0,0.5527
U144,R013,2,0.542,6.0,89.0,0,0.4753
U144,R109,3,0.849,35.0,70.0,1,0.6895
U144,R094,3,0.596,11.0,74.0,0,0.547
U144,R089,3,0.643,16.0,73.0,0,0.5749
U144,R008,2,0.821,13.0,82.0,1,0.5565
U144,R073,3,0.613,28.0,63.0,0,0.5911
U144,R120,5,0.651,12.0,68.0,1,0.6924
U144,R030,1,0.454,4.0,86.0,0,0.37
U144,R087,4,0.264,4.0,77.0,0,0.5145
U144,R066,5,0.516,17.0,73.0,0,0.6868
U144,R075,2,0.436,4.0,71.0,0,0.4055
U144,R091,4,0.439,4.0,64.0,0,0.5323
U144,R116,5,0.433,28.0,53.0,0,0.6661
U144,R065,2,0.685,4.0,66.0,0,0.4578
U145,R067,3,0.453,26.0,83.0,0,0.5838
U145,R045,5,0.604,23.0,77.0,0,0.7386
U145,R007,2,0.496,21.0,60.0,0,0.4604
U145,R081,5,0.638,15.0,73.0,0,0.71
U145,R025,2,0.553,32.0,77.0,0,0.5486
U145,R093,2,0.499,20.0,75.0,0,0.4875
U145,R064,3,0.78,34.0,78.0,1,0.6846
U145,R021,3,0.579,10.0,73.0,0,0.5371
U145,R023,1,0.431,12.0,78.0,0,0.3774
U145,R086,5,0.653,7.0,86.0,1,0.7107
U145,R066,1,0.654,17.0,82.0,0,0.4593
U145,R087,4,0.708,26.0,77.0,1,0.7055
U145,R083,4,0.565,18.0,86.0,0,0.6587
U145,R008,2,0.532,15.0,91.0,0,0.5095
U145,R061,1,0.479,21.0,78.0,0,0.4221
U145,R105,4,0.736,13.0,89.0,1,0.6893
U145,R044,4,0.607,26.0,84.0,0,0.6943
U145,R062,2,0.69,24.0,60.0,0,0.5198
U145,R070,5,0.75,16.0,84.0,1,0.7637
U145,R090,2,0.45,30.0,74.0,0,0.5096
U145,R041,1,0.393,15.0,82.0,0,0.3868
U146,R028,1,0.578,5.0,99.0,0,0.4307
U146,R043,4,0.971,20.0,62.0,1,0.7195
U146,R115,3,0.859,28.0,78.0,1,0.6826
U146,R091,4,0.514,4.0,88.0,0,0.599
U146,R112,5,0.743,41.0,76.0,1,0.8368
U146,R056,2,0.662,28.0,78.0,0,0.5633
U146,R107,4,0.96,7.0,85.0,1,0.7155
U146,R035,2,0.466,15.0,69.0,0,0.449
U146,R063,1,0.555,6.0,91.0,0,0.4126
U146,R118,2,0.595,20.0,78.0,0,0.5175
U146,R042,1,0.817,28.0,70.0,1,0.5161
U146,R050,4,0.581,13.0,76.0,0,0.6245
U146,R082,5,0.604,22.0,100.0,0,0.781
U146,R093,4,0.523,27.0,91.0,0,0.6909
U146,R037,1,0.677,7.0,64.0,0,0.3927
U146,R049,5,0.464,16.0,81.0,0,0.6862
U147,R058,3,0.364,13.0,59.0,0,0.4663
U147,R002,2,0.88,50.0,54.0,0,0.6498
U147,R049,1,0.692,31.0,52.0,0,0.4597
U147,R019,1,0.761,40.0,63.0,0,0.5317
U147,R009,4,0.493,19.0,57.0,0,0.5863
U147,R005,4,0.74,36.0,59.0,1,0.7139
U147,R117,3,0.739,30.0,56.0,0,0.6158
U147,R017,1,0.579,6.0,47.0,0,0.3306
U147,R040,2,0.657,23.0,83.0,0,0.5539
U147,R083,5,0.597,8.0,61.0,0,0.6503
U147,R014,3,0.7,6.0,53.0,0,0.5128
U147,R026,3,0.522,10.0,49.0,0,0.4749
U148,R005,1,0.95,40.0,67.0,1,0.587
U148,R059,5,0.466,4.0,70.0,0,0.621
U148,R035,1,0.673,20.0,51.0,0,0.413
U148,R019,5,0.654,34.0,65.0,1,0.7671
U148,R093,4,0.644,28.0,48.0,0,0.6388
U148,R117,3,0.573,17.0,67.0,0,0.5491
U148,R110,5,0.376,12.0,52.0,0,0.5916
U148,R082,1,0.652,35.0,55.0,0,0.4703
U148,R012,4,0.514,15.0,58.0,0,0.579
U148,R067,3,0.486,25.0,69.0,0,0.5604
U148,R119,2,0.394,14.0,50.0,0,0.3894
U148,R025,4,0.907,38.0,47.0,1,0.7389
U148,R087,3,0.42,4.0,61.0,0,0.4515
U148,R045,1,0.447,15.0,54.0,0,0.3443
U148,R075,1,0.624,14.0,55.0,0,0.3869
U148,R102,4,0.343,20.0,51.0,0,0.5405
U148,R040,3,0.735,39.0,67.0,0,0.6696
U149,R107,4,0.573,16.0,84.0,0,0.6494
U149,R002,2,0.52,19.0,77.0,0,0.4931
U149,R102,2,0.618,14.0,64.0,0,0.4734
U149,R066,1,0.747,18.0,93.0,0,0.5082
U149,R010,3,0.51,25.0,82.0,0,0.5924
U149,R009,3,0.614,12.0,77.0,0,0.5611
U149,R115,3,0.752,7.0,88.0,1,0.5995
U149,R031,3,0.56,22.0,60.0,0,0.55
U149,R101,2,0.779,29.0,86.0,1,0.6122
U149,R108,2,0.482,12.0,67.0,0,0.4381
U149,R028,2,0.514,4.0,80.0,0,0.443
U149,R099,5,0.638,17.0,69.0,0,0.7093
U150,R102,4,0.386,13.0,76.0,0,0.5758
U150,R002,2,0.81,37.0,78.0,1,0.633
U150,R114,3,0.721,29.0,83.0,0,0.6617
U150,R051,5,0.817,51.0,82.0,1,0.9037
U150,R091,3,0.697,11.0,94.0,0,0.6122
U150,R030,3,0.681,6.0,67.0,0,0.5361
U150,R007,5,0.545,19.0,83.0,0,0.7213
U150,R115,4,0.619,14.0,95.0,0,0.6757
U150,R047,3,0.575,15.0,69.0,0,0.5463
U150,R069,5,0.888,26.0,83.0,1,0.8325
U150,R101,2,0.562,27.0,69.0,0,0.5167
U150,R043,1,0.751,16.0,73.0,1,0.4619
U150,R059,1,0.75,4.0,80.0,1,0.432
U151,R085,5,0.595,9.0,78.0,0,0.6875
U151,R036,1,0.772,37.0,75.0,1,0.5475
U151,R018,5,0.349,20.0,71.0,0,0.652
U151,R095,1,0.507,21.0,81.0,0,0.4351
U151,R028,2,0.485,9.0,53.0,0,0.4
U151,R115,2,0.67,13.0,73.0,0,0.5008
U151,R044,5,0.591,24.0,74.0,0,0.733
U151,R022,2,0.568,19.0,81.0,0,0.5131
U151,R024,4,0.628,23.0,65.0,0,0.6506
U151,R102,2,0.554,20.0,74.0,0,0.4992
U151,R053,5,0.613,24.0,83.0,0,0.7565
U151,R112,2,0.672,30.0,89.0,0,0.5951
U151,R101,4,0.482,12.0,59.0,0,0.5621
U151,R021,5,0.414,13.0,73.0,0,0.6468
U151,R037,5,0.53,4.0,72.0,0,0.641
U151,R118,5,0.604,16.0,97.0,0,0.7532
U151,R035,5,0.578,6.0,80.0,0,0.6763
U151,R040,3,0.62,29.0,75.0,0,0.6205
U151,R088,1,0.464,26.0,89.0,0,0.4585
U151,R114,1,0.613,12.0,69.0,0,0.4049
U151,R033,3,1.0,53.0,77.0,1,0.8067
U152,R047,2,0.52,16.0,79.0,0,0.4862
U152,R022,2,0.419,9.0,72.0,0,0.4215
U152,R008,4,0.712,14.0,80.0,1,0.6689
U152,R071,3,0.498,10.0,55.0,0,0.4809
U152,R012,4,0.573,17.0,72.0,0,0.6291
U152,R101,1,0.532,14.0,87.0,0,0.4279
U152,R035,5,0.775,20.0,66.0,1,0.7485
U152,R010,2,0.498,32.0,75.0,0,0.5309
U152,R011,1,0.719,19.0,72.0,0,0.4628
U152,R081,1,0.201,8.0,60.0,0,0.2693
U152,R037,2,0.481,5.0,81.0,0,0.4404
U152,R098,2,0.681,24.0,79.0,0,0.5555
U152,R074,5,0.77,17.0,84.0,1,0.7723
U152,R009,5,0.689,30.0,65.0,1,0.7613
U152,R023,3,0.821,31.0,100.0,1,0.728
U152,R118,1,0.509,34.0,82.0,0,0.4849
U152,R016,2,0.687,20.0,76.0,0,0.5365
U152,R028,5,0.751,9.0,94.0,1,0.7585
U152,R067,4,0.641,20.0,74.0,0,0.661
U152,R100,1,0.559,21.0,81.0,0,0.4481
U152,R013,3,0.597,7.0,72.0,0,0.5287
U153,R025,5,0.579,22.0,74.0,0,0.7228
U153,R052,3,0.461,15.0,85.0,0,0.5498
U153,R105,2,0.76,18.0,58.0,0,0.5115
U153,R084,1,0.77,28.0,84.0,1,0.5323
U153,R094,4,0.457,12.0,61.0,0,0.5599
U153,R056,5,0.365,15.0,70.0,0,0.6358
U153,R092,1,0.945,44.0,59.0,0,0.5842
U153,R041,5,0.52,26.0,69.0,0,0.7125
U153,R074,4,0.324,19.0,72.0,0,0.5741
U153,R113,4,0.799,36.0,71.0,1,0.7527
U153,R044,1,0.607,16.0,63.0,0,0.4059
U153,R055,2,0.767,13.0,70.0,1,0.519
U153,R082,1,0.778,32.0,62.0,0,0.5049
U153,R086,4,0.947,11.0,79.0,1,0.7148
U153,R042,2,0.693,22.0,68.0,0,0.5292
U153,R053,3,0.572,11.0,48.0,0,0.489
U154,R093,5,0.595,16.0,69.0,0,0.6949
U154,R014,5,0.533,4.0,77.0,0,0.6518
U154,R089,1,0.569,4.0,83.0,0,0.3928
U154,R050,1,0.604,23.0,84.0,0,0.4726
U154,R033,4,0.609,15.0,51.0,0,0.5888
U154,R026,3,0.836,22.0,90.0,1,0.679
U154,R115,3,0.565,14.0,83.0,0,0.5682
U154,R044,4,0.682,32.0,73.0,1,0.7129
U154,R077,4,0.56,12.0,89.0,0,0.6416
U154,R094,2,0.523,10.0,69.0,0,0.4451
U154,R037,5,0.705,4.0,83.0,1,0.7068
U154,R060,1,0.866,16.0,78.0,1,0.5007
U155,R076,2,0.597,4.0,80.0,0,0.4638
U155,R002,4,0.685,35.0,92.0,1,0.7625
U155,R089,1,0.624,17.0,84.0,0,0.4558
U155,R032,3,0.471,15.0,71.0,0,0.5243
U155,R053,2,0.621,25.0,82.0,0,0.5502
U155,R011,4,0.644,10.0,68.0,0,0.6134
U155,R008,2,0.839,9.0,75.0,1,0.5325
U155,R108,5,0.511,15.0,66.0,0,0.6643
U155,R031,2,0.643,23.0,69.0,0,0.5224
U155,R042,3,0.398,12.0,95.0,0,0.5431
U155,R067,4,0.46,15.0,76.0,0,0.6015
U155,R082,4,0.443,22.0,83.0,0,0.6368
U155,R026,4,0.53,13.0,67.0,0,0.5938
U155,R035,5,0.575,8.0,76.0,0,0.6748
U156,R112,1,0.47,26.0,61.0,0,0.404
U156,R110,1,0.775,35.0,52.0,0,0.495
U156,R023,1,0.774,26.0,52.0,0,0.462
U156,R076,1,0.524,18.0,57.0,0,0.3805
U156,R059,4,0.716,6.0,70.0,1,0.6208
U156,R094,1,0.588,6.0,72.0,0,0.3828
U156,R039,2,0.713,16.0,59.0,0,0.4944
U156,R114,1,0.66,22.0,68.0,0,0.451
U156,R111,3,0.653,26.0,58.0,0,0.5838
U156,R099,4,0.362,8.0,59.0,0,0.5176
U156,R038,4,0.414,7.0,53.0,0,0.515
U156,R081,3,0.404,7.0,64.0,0,0.4645
U156,R116,4,0.783,46.0,68.0,1,0.779
U156,R051,1,0.469,40.0,54.0,0,0.4407
U156,R096,2,0.668,26.0,63.0,0,0.5275
U156,R065,2,0.586,12.0,63.0,0,0.4561
U156,R087,5,0.619,18.0,59.0,0,0.6882
U156,R107,3,0.499,7.0,56.0,0,0.4722
U156,R063,5,0.59,37.0,75.0,0,0.782
U157,R029,1,0.526,25.0,83.0,0,0.4584
U157,R058,1,0.624,29.0,84.0,0,0.4995
U157,R015,1,0.602,20.0,94.0,0,0.4812
U157,R038,1,0.524,18.0,90.0,0,0.4465
U157,R102,1,0.373,9.0,92.0,0,0.38
U157,R025,2,0.491,14.0,98.0,0,0.5097
U157,R074,5,0.587,13.0,93.0,0,0.73
U157,R092,2,0.482,4.0,83.0,0,0.441
U157,R107,3,0.716,15.0,90.0,0,0.6235
U157,R019,2,0.501,35.0,85.0,0,0.5625
U157,R044,3,0.795,23.0,88.0,1,0.6684
U157,R110,1,0.377,4.0,100.0,0,0.3788
U157,R028,2,0.443,5.0,85.0,0,0.4389
U157,R072,1,0.399,14.0,86.0,0,0.3927
U157,R033,3,0.539,24.0,98.0,0,0.628
U157,R053,2,0.632,19.0,83.0,0,0.5331
U157,R084,2,0.719,31.0,100.0,0,0.6325
U157,R030,2,0.758,4.0,97.0,1,0.538
U158,R003,3,0.867,10.0,81.0,1,0.6251
U158,R012,1,0.51,16.0,81.0,0,0.4177
U158,R109,3,0.778,33.0,78.0,1,0.6805
U158,R049,5,0.438,25.0,88.0,0,0.7264
U158,R078,2,0.641,15.0,72.0,0,0.4988
U158,R032,5,0.751,29.0,88.0,1,0.8192
U158,R068,1,0.568,14.0,90.0,0,0.4429
U158,R006,2,0.546,4.0,70.0,0,0.431
U158,R045,5,0.279,15.0,96.0,0,0.6663
U158,R116,2,0.413,29.0,77.0,0,0.5027
U158,R009,2,0.682,30.0,77.0,0,0.5736
U158,R019,4,0.434,22.0,70.0,0,0.6085
U158,R046,3,0.636,26.0,82.0,0,0.6275
U158,R061,2,0.526,26.0,73.0,0,0.512
U158,R007,4,0.714,27.0,79.0,1,0.7147
U158,R017,5,0.327,4.0,76.0,0,0.5983
U159,R012,4,0.586,26.0,54.0,0,0.629
U159,R049,3,0.383,20.0,36.0,0,0.4505
U159,R111,2,0.621,12.0,61.0,0,0.4609
U159,R072,2,0.523,15.0,59.0,0,0.4433
U159,R110,1,0.616,15.0,83.0,0,0.4445
U159,R060,3,0.347,7.0,43.0,0,0.4082
U159,R098,5,0.333,15.0,46.0,0,0.5798
U159,R029,1,0.777,29.0,66.0,1,0.5017
U159,R067,2,0.504,12.0,58.0,0,0.4256
U159,R115,3,0.597,18.0,67.0,0,0.5587
U159,R044,5,0.472,12.0,62.0,0,0.6356
U159,R053,1,0.91,35.0,70.0,1,0.5648
U159,R069,3,0.495,17.0,56.0,0,0.5076
U159,R085,1,0.398,4.0,68.0,0,0.32
U159,R041,5,0.566,30.0,45.0,0,0.6906
U159,R050,5,0.562,24.0,65.0,0,0.7078
U160,R076,4,0.632,5.0,77.0,0,0.6102
U160,R067,2,0.659,21.0,82.0,0,0.5451
U160,R034,1,0.659,17.0,82.0,0,0.4606
U160,R081,1,0.535,6.0,70.0,0,0.3656
U160,R055,1,0.517,8.0,69.0,0,0.3663
U160,R105,1,0.607,11.0,76.0,0,0.4138
U160,R074,3,0.804,17.0,64.0,0,0.6008
U160,R041,2,0.405,25.0,90.0,0,0.5122
U160,R043,4,0.54,22.0,64.0,0,0.623
U160,R088,3,0.588,25.0,79.0,0,0.6059
U160,R075,1,0.826,4.0,85.0,1,0.461
U160,R090,3,0.395,21.0,71.0,0,0.5271
U160,R082,3,0.557,24.0,87.0,0,0.6105
U160,R035,1,0.604,18.0,83.0,0,0.4525
U160,R072,4,0.66,31.0,98.0,1,0.7537
U160,R117,3,0.691,25.0,99.0,0,0.6717
U160,R062,1,0.872,34.0,88.0,1,0.5876
U160,R073,4,0.473,18.0,83.0,0,0.6297
U160,R077,3,0.606,10.0,67.0,0,0.5319
U160,R104,4,0.507,21.0,73.0,0,0.6291
U160,R057,1,0.481,17.0,81.0,0,0.4141
U161,R083,3,0.637,20.0,67.0,0,0.576
U161,R004,1,0.834,9.0,77.0,1,0.4652
U161,R084,1,0.605,32.0,60.0,0,0.4576
U161,R059,2,0.746,4.0,68.0,0,0.477
U161,R069,4,0.825,27.0,68.0,1,0.7204
U161,R009,4,0.447,15.0,59.0,0,0.5643
U161,R007,2,0.477,18.0,53.0,0,0.4307
U161,R090,1,0.27,22.0,49.0,0,0.3155
U161,R051,4,0.584,34.0,74.0,0,0.6976
U161,R067,3,0.587,19.0,57.0,0,0.5398
U161,R077,1,0.821,29.0,64.0,0,0.5087
U161,R022,4,0.748,25.0,75.0,1,0.7079
U161,R061,5,0.645,27.0,50.0,0,0.7094
U162,R077,5,0.64,8.0,80.0,0,0.6991
U162,R047,5,0.402,17.0,77.0,0,0.6663
U162,R016,1,0.626,16.0,79.0,0,0.4427
U162,R081,5,0.846,12.0,86.0,1,0.7771
U162,R032,5,0.264,4.0,67.0,0,0.5645
U162,R100,2,0.473,15.0,63.0,0,0.4388
U162,R061,5,0.37,7.0,61.0,0,0.59
U162,R025,2,0.465,14.0,88.0,0,0.4832
U162,R028,2,0.679,13.0,94.0,0,0.545
U162,R093,4,0.593,24.0,81.0,0,0.6775
U162,R070,3,0.457,11.0,78.0,0,0.5202
U162,R095,4,0.703,27.0,88.0,1,0.7299
U162,R086,5,0.462,5.0,73.0,0,0.6297
U162,R019,4,0.759,40.0,95.0,1,0.8052
U162,R054,1,0.641,6.0,89.0,0,0.4301
U162,R110,3,0.607,18.0,70.0,0,0.5672
U162,R044,2,0.467,33.0,77.0,0,0.5308
U162,R060,3,0.561,14.0,74.0,0,0.5492
U162,R080,4,0.746,9.0,79.0,1,0.6572
U162,R099,2,0.728,24.0,85.0,0,0.5793
U162,R034,3,0.441,11.0,90.0,0,0.5402
U163,R011,3,0.476,13.0,81.0,0,0.5383
U163,R048,3,0.586,10.0,100.0,0,0.5929
U163,R092,3,0.842,26.0,85.0,1,0.685
U163,R080,2,0.528,4.0,93.0,0,0.4725
U163,R064,3,0.546,21.0,80.0,0,0.5829
U163,R060,3,0.839,14.0,91.0,1,0.6527
U163,R061,4,0.81,27.0,87.0,1,0.7547
U163,R014,1,0.472,6.0,88.0,0,0.3858
U163,R120,2,0.42,4.0,87.0,0,0.4335
U163,R025,1,0.531,22.0,96.0,0,0.4748
U163,R058,4,0.732,36.0,90.0,1,0.7739
U163,R063,2,0.54,16.0,97.0,0,0.5272
U163,R071,2,0.77,14.0,96.0,1,0.5754
U163,R021,2,0.56,5.0,72.0,0,0.4422
U163,R049,5,0.415,10.0,84.0,0,0.6581
U164,R015,5,0.486,11.0,57.0,0,0.6255
U164,R050,3,0.747,20.0,76.0,0,0.6215
U164,R041,2,0.767,41.0,60.0,0,0.6008
U164,R030,5,0.369,4.0,46.0,0,0.5488
U164,R080,3,0.549,19.0,58.0,0,0.5323
U164,R112,3,0.478,23.0,65.0,0,0.5431
U164,R100,3,0.531,13.0,69.0,0,0.528
U164,R064,3,0.578,31.0,53.0,0,0.5732
U164,R025,3,0.584,22.0,60.0,0,0.556
U164,R051,5,0.602,30.0,53.0,0,0.7156
U164,R119,4,0.357,21.0,47.0,0,0.5396
U164,R034,1,0.64,35.0,75.0,0,0.5073
U164,R067,2,0.822,44.0,70.0,1,0.6455
U164,R048,4,0.696,6.0,60.0,1,0.5958
U164,R052,5,0.743,27.0,73.0,1,0.7799
U164,R082,1,0.436,25.0,62.0,0,0.3939
U164,R046,1,0.757,43.0,53.0,0,0.5216
U165,R008,5,0.727,10.0,87.0,1,0.7421
U165,R034,1,0.628,17.0,79.0,0,0.4468
U165,R026,1,0.862,4.0,94.0,1,0.488
U165,R016,1,0.631,4.0,92.0,0,0.4263
U165,R050,5,0.513,5.0,97.0,0,0.6904
U165,R109,2,0.634,33.0,76.0,0,0.5705
U165,R083,3,0.655,20.0,74.0,0,0.5945
U165,R048,4,0.744,13.0,100.0,1,0.7133
U165,R009,4,0.592,18.0,84.0,0,0.6615
U165,R035,2,0.757,18.0,75.0,1,0.5447
U165,R112,1,0.264,11.0,83.0,0,0.342
U165,R025,4,0.542,21.0,100.0,0,0.6919
U165,R049,5,0.546,25.0,72.0,0,0.7214
U165,R028,5,0.516,6.0,90.0,0,0.6808
U165,R044,5,0.803,40.0,91.0,1,0.8782
U165,R073,4,0.565,21.0,82.0,0,0.6616
U165,R027,2,0.521,5.0,75.0,0,0.4384
U166,R019,4,0.606,33.0,85.0,0,0.7215
